rank,asc,slots,risk,gross,n,cagr,dd,dd_intraday,final_x,wiped
ret126,True,10,0.05,3.0,480,-0.06984942498023428,-0.9217129963492875,-0.9219476767940705,0.3483106071104535,False
ret126,True,10,0.05,4.0,490,-0.06330871630121249,-0.9714561712333054,-0.9714771958240533,0.38573790285098286,False
ret126,True,10,0.1,1.0,459,0.05792652303844403,-0.3831090668361564,-0.3764620237562011,2.2709281353721313,False
ret126,True,10,0.1,2.0,500,0.0033848181825630874,-0.8510025359068452,-0.8542305171927747,1.0504491834503633,False
ret126,True,10,0.1,3.0,480,-0.06984942498023428,-0.9217129963492875,-0.9219476767940705,0.3483106071104535,False
ret126,True,10,0.1,4.0,490,-0.06330871630121249,-0.9714561712333054,-0.9714771958240533,0.38573790285098286,False
ret126,True,10,0.2,1.0,459,0.05792652303844403,-0.3831090668361564,-0.3764620237562011,2.2709281353721313,False
ret126,True,10,0.2,2.0,500,0.0033848181825630874,-0.8510025359068452,-0.8542305171927747,1.0504491834503633,False
ret126,True,10,0.2,3.0,480,-0.06984942498023428,-0.9217129963492875,-0.9219476767940705,0.3483106071104535,False
ret126,True,10,0.2,4.0,490,-0.06330871630121249,-0.9714561712333054,-0.9714771958240533,0.38573790285098286,False
ret126,True,10,0.3,1.0,459,0.05792652303844403,-0.3831090668361564,-0.3764620237562011,2.2709281353721313,False
ret126,True,10,0.3,2.0,500,0.0033848181825630874,-0.8510025359068452,-0.8542305171927747,1.0504491834503633,False
ret126,True,10,0.3,3.0,480,-0.06984942498023428,-0.9217129963492875,-0.9219476767940705,0.3483106071104535,False
ret126,True,10,0.3,4.0,490,-0.06330871630121249,-0.9714561712333054,-0.9714771958240533,0.38573790285098286,False
